epoch,I_loss,T_accuracy,T_loss,loss,val_I_loss,val_T_accuracy,val_T_loss,val_loss
0,-0.706616,0.39771733,2.1376429,-0.4221922080608279,-0.7164779305458069,0.41477465629577637,2.0500431060791016,-0.4493083655834198
