epoch,L_loss,h_loss,loss,s_loss,t_loss
79,-21.418953,21.230215,-21.41894769668579,21.418953,0.8996129
80,-21.44688,21.230215,-21.446890382766725,21.44688,0.8906168
81,-21.449036,21.230215,-21.449036350250243,21.449036,0.8817106
82,-21.423288,21.230215,-21.423284120559693,21.423288,0.8728936
83,-21.460516,21.230215,-21.460514430999755,21.460516,0.86416495
84,-21.464382,21.230215,-21.46438419342041,21.464382,0.85552317
85,-21.433874,21.230215,-21.433881587982178,21.433874,0.846968
86,-21.434504,21.230215,-21.434506368637084,21.434504,0.83849853
87,-21.456718,21.230215,-21.45671414375305,21.456718,0.8301133
88,-21.45297,21.230215,-21.452968521118166,21.45297,0.82181245
89,-21.467808,21.230215,-21.467807283401488,21.467808,0.8135943
90,-21.437416,21.230215,-21.437423906326295,21.437416,0.8054583
91,-21.42444,21.230215,-21.424443120956422,21.42444,0.7974041
92,-21.446423,21.230215,-21.446415615081786,21.446423,0.7894299
93,-21.408812,21.230215,-21.40880376815796,21.408812,0.7815356
94,-21.399475,21.230215,-21.39948371887207,21.399475,0.7737205
95,-21.410364,21.230215,-21.410358800888062,21.410364,0.7659827
96,-21.385618,21.230215,-21.38561738014221,21.385618,0.7583235
97,-21.3952,21.230215,-21.395199813842773,21.3952,0.75074035
98,-21.363003,21.230215,-21.36300576210022,21.363003,0.7432332
99,-21.379404,21.230215,-21.379400329589842,21.379404,0.7358008
