epoch,L_loss,h_loss,loss,s_loss,t_loss
33,-16.364721,8.259559,-16.36471664905548,16.364721,1.4283513
34,-16.680183,8.585662,-16.68018951892853,16.680183,1.4140677
35,-16.950874,9.744416,-16.95087014198303,16.950874,1.3999273
36,-17.228992,11.571461,-17.228992490768434,17.228992,1.3859279
37,-17.501163,11.174895,-17.501161680221557,17.501163,1.3720691
38,-17.735886,11.16759,-17.735884532928466,17.735886,1.3583483
39,-17.971594,12.530666,-17.9715975189209,17.971594,1.3447647
40,-18.142982,12.746088,-18.142981824874877,18.142982,1.3313173
41,-18.368166,12.746088,-18.368162412643432,18.368166,1.3180041
42,-18.54842,12.746088,-18.54841848373413,18.54842,1.3048244
43,-18.733849,12.746088,-18.733847455978392,18.733849,1.2917764
44,-18.835987,12.746088,-18.835989742279054,18.835987,1.2788587
45,-19.016329,13.537236,-19.016331167221068,19.016329,1.2660699
46,-19.09656,14.801031,-19.09655804634094,19.09656,1.2534095
47,-19.249985,14.801031,-19.24998070716858,19.249985,1.2408755
48,-19.350557,14.801031,-19.350561685562134,19.350557,1.2284671
49,-19.455484,12.681474,-19.455482892990112,19.455484,1.2161822
50,-19.518583,12.497165,-19.518582611083986,19.518583,1.2040205
51,-19.59031,12.497165,-19.590312423706056,19.59031,1.1919805
52,-19.67654,12.497165,-19.67653869628906,19.67654,1.1800606
53,-19.718147,12.497165,-19.718140478134156,19.718147,1.1682605
54,-19.753284,12.497165,-19.75328486442566,19.753284,1.1565777
55,-19.781353,12.497165,-19.781359424591063,19.781353,1.145012
56,-19.832918,12.497165,-19.83291569709778,19.832918,1.1335621
57,-19.833973,12.497165,-19.833968381881714,19.833973,1.1222267
58,-19.87295,12.497165,-19.87294669151306,19.87295,1.1110044
59,-19.900854,12.497165,-19.900851249694824,19.900854,1.0998945
60,-19.880327,12.497165,-19.880328845977782,19.880327,1.0888954
61,-19.903694,12.497165,-19.903693943023683,19.903694,1.0780066
62,-19.857733,12.497165,-19.857725772857666,19.857733,1.0672265
63,-19.93228,12.497165,-19.932281560897827,19.93228,1.0565544
64,-19.930445,12.902977,-19.930448665618897,19.930445,1.0459889
65,-19.919117,16.025894,-19.919115686416625,19.919117,1.0355293
66,-19.948803,16.025894,-19.948796024322508,19.948803,1.025174
67,-19.966333,16.025894,-19.9663348197937,19.966333,1.0149223
68,-19.91474,16.025894,-19.91473532676697,19.91474,1.0047733
69,-19.94401,16.025894,-19.944010391235352,19.94401,0.99472564
70,-19.95349,16.025894,-19.953485803604124,19.95349,0.98477846
71,-19.95018,16.025894,-19.950172472000123,19.95018,0.9749308
72,-19.933887,16.038483,-19.933895616531373,19.933887,0.9651815
73,-19.952927,15.738591,-19.952927389144897,19.952927,0.9555298
74,-19.975494,15.648618,-19.97549687385559,19.975494,0.9459746
75,-19.957909,15.648618,-19.95790801048279,19.957909,0.936515
76,-19.945074,15.648618,-19.94507242202759,19.945074,0.92714965
77,-19.970362,15.648618,-19.970362310409545,19.970362,0.91787827
78,-20.004389,16.206057,-20.004385862350464,20.004389,0.90869963
79,-19.992731,17.83472,-19.992732563018798,19.992731,0.8996129
80,-20.011269,17.83472,-20.01126832962036,20.011269,0.8906168
81,-20.019981,17.83472,-20.019978847503662,20.019981,0.8817106
82,-20.038677,17.83472,-20.038675270080567,20.038677,0.8728936
83,-20.056545,17.83472,-20.056548500061034,20.056545,0.86416495
84,-20.060364,17.84863,-20.060369749069213,20.060364,0.85552317
85,-20.087368,17.86663,-20.087369518280028,20.087368,0.846968
86,-20.080559,17.86663,-20.080555744171143,20.080559,0.83849853
87,-20.079235,17.86663,-20.0792418384552,20.079235,0.8301133
88,-20.078272,17.86663,-20.078270845413208,20.078272,0.82181245
89,-20.049845,17.86663,-20.04984766960144,20.049845,0.8135943
90,-20.066597,17.86663,-20.066594219207765,20.066597,0.8054583
91,-20.053833,17.86663,-20.053832206726074,20.053833,0.7974041
92,-20.062956,17.86663,-20.062957639694215,20.062956,0.7894299
93,-20.026447,17.86663,-20.02645348548889,20.026447,0.7815356
94,-20.024223,17.86663,-20.024225912094117,20.024223,0.7737205
95,-20.002655,17.86663,-20.00265895843506,20.002655,0.7659827
96,-20.006233,17.86663,-20.006230783462524,20.006233,0.7583235
97,-19.967733,17.86663,-19.96773609161377,19.967733,0.75074035
98,-19.955471,17.86663,-19.955475511550905,19.955471,0.7432332
99,-19.91782,17.86663,-19.917829933166505,19.91782,0.7358008
