epoch,L_loss,h_loss,loss,s_loss,t_loss
0,3.2730072,-10.463929,3.2730067801475524,-3.2730072,1.9900833
1,2.978192,-14.070724,2.9781933355331422,-2.978192,1.9701874
2,2.6663103,-5.4357605,2.6663112878799438,-2.6663103,1.9504858
3,2.3343875,-6.0250716,2.334386894702911,-2.3343875,1.9309812
4,1.9805745,-5.4672136,1.9805738264322281,-1.9805745,1.9116713
5,1.6032544,-6.165672,1.6032536679506302,-1.6032544,1.8925549
6,1.1950593,-6.170207,1.195059075653553,-1.1950593,1.8736295
7,0.75195473,-6.0611334,0.7519544833898544,-0.75195473,1.8548932
8,0.27184963,-7.11995,0.2718495424557477,-0.27184963,1.8363426
9,-0.24517818,-7.1340833,-0.2451782541908324,0.24517818,1.8179811
10,-0.7980687,-4.7187986,-0.7980687934160232,0.7980687,1.7998016
11,-1.3817911,-4.7187986,-1.3817910242080689,1.3817911,1.7818037
12,-1.9859025,-4.7187986,-1.98590265750885,1.9859025,1.7639859
13,-2.6064205,-10.370654,-2.606421045064926,2.6064205,1.7463461
14,-3.2403104,-28.297531,-3.2403106617927553,3.2403104,1.7288826
15,-3.8815985,-25.083555,-3.8815987706184387,3.8815985,1.7115946
16,-4.5103865,-19.419447,-4.5103860545158385,4.5103865,1.6944785
17,-5.121665,-19.419447,-5.121664505004883,5.121665,1.6775333
18,-5.7126603,-11.750636,-5.71266184091568,5.7126603,1.6607584
19,-6.2777863,2.1373549,-6.2777874827384945,6.2777863,1.6441509
20,-6.8233395,3.6890225,-6.8233408570289615,6.8233395,1.6277102
21,-7.3462305,4.350446,-7.346227736473083,7.3462305,1.6114328
22,-7.850477,4.350446,-7.850479555130005,7.850477,1.5953186
23,-8.325839,4.350446,-8.325840783119201,8.325839,1.5793655
24,-8.791122,4.375615,-8.791118807792664,8.791122,1.563572
25,-9.225876,3.4889343,-9.225872716903687,9.225876,1.5479364
26,-9.644973,2.1587272,-9.644972505569458,9.644973,1.5324564
27,-10.034334,2.8520765,-10.034330577850342,10.034334,1.5171329
28,-10.410592,2.8520765,-10.41059154033661,10.410592,1.5019614
29,-10.75075,3.5399365,-10.750750555992127,10.75075,1.4869419
30,-11.064152,5.227132,-11.064148540496825,11.064152,1.472073
31,-11.378401,5.524217,-11.37839897632599,11.378401,1.4573523
32,-11.643148,5.3702836,-11.643144826889039,11.643148,1.4427785
33,-11.941733,5.3702836,-11.941729412078857,11.941733,1.4283513
34,-12.188976,5.9559956,-12.188976402282714,12.188976,1.4140677
35,-12.445527,9.529976,-12.445527696609497,12.445527,1.3999273
36,-12.717205,9.600367,-12.717205295562744,12.717205,1.3859279
37,-12.974216,9.21507,-12.974215483665466,12.974216,1.3720691
38,-13.192018,9.203647,-13.192019076347352,13.192018,1.3583483
39,-13.453222,10.502072,-13.453224811553955,13.453222,1.3447647
40,-13.658019,10.787087,-13.658019108772278,13.658019,1.3313173
41,-13.872453,10.787087,-13.872456812858582,13.872453,1.3180041
42,-14.090777,10.787087,-14.090769600868224,14.090777,1.3048244
43,-14.26331,10.787087,-14.26331537246704,14.26331,1.2917764
44,-14.505675,10.787087,-14.505674686431885,14.505675,1.2788587
45,-14.650372,10.787087,-14.65037410736084,14.650372,1.2660699
46,-14.814245,10.787087,-14.814248795509338,14.814245,1.2534095
47,-15.017708,10.787087,-15.017710738182068,15.017708,1.2408755
48,-15.151084,10.787087,-15.15108503818512,15.151084,1.2284671
49,-15.302638,10.787087,-15.302638840675353,15.302638,1.2161822
50,-15.383161,10.787087,-15.38315670967102,15.383161,1.2040205
51,-15.553637,10.787087,-15.553634853363038,15.553637,1.1919805
52,-15.642017,10.939208,-15.642016820907592,15.642017,1.1800606
53,-15.746608,12.388328,-15.74660894870758,15.746608,1.1682605
54,-15.849593,12.388328,-15.849590306282044,15.849593,1.1565777
55,-15.894723,12.388328,-15.894725451469421,15.894723,1.145012
56,-15.974151,12.388328,-15.974144887924194,15.974151,1.1335621
57,-16.072142,12.388328,-16.072144136428832,16.072142,1.1222267
58,-16.099499,12.388328,-16.09949860572815,16.099499,1.1110044
59,-16.16167,12.388328,-16.16166335105896,16.16167,1.0998945
60,-16.138304,12.388328,-16.13830042362213,16.138304,1.0888954
61,-16.209127,12.388328,-16.209126315116883,16.209127,1.0780066
