epoch,L_loss,h_loss,loss,s_loss,t_loss
0,2.8724236,0.53639644,2.872424293756485,-2.8724236,1.9900833
1,2.5207634,0.4988823,2.5207631635665892,-2.5207634,1.9701874
2,2.1513336,-9.047835,2.15133354306221,-2.1513336,1.9504858
3,1.7632321,-9.670957,1.7632321780920028,-1.7632321,1.9309812
4,1.3560125,-8.409122,1.3560125404596328,-1.3560125,1.9116713
5,0.9325979,-9.219922,0.9325980877876282,-0.9325979,1.8925549
6,0.49335727,-11.763132,0.49335735097527506,-0.49335727,1.8736295
7,0.04228102,-12.063213,0.04228102865512483,-0.04228102,1.8548932
8,-0.42253545,-12.063213,-0.4225354576855898,0.42253545,1.8363426
9,-0.9008871,-11.942056,-0.9008872377872467,0.9008871,1.8179811
10,-1.3941878,-4.26191,-1.3941876643896103,1.3941878,1.7998016
11,-1.9090081,-1.0473527,-1.9090078395605088,1.9090081,1.7818037
12,-2.4505024,-1.6479934,-2.450502794981003,2.4505024,1.7639859
13,-3.027015,-2.4609888,-3.027014800310135,3.027015,1.7463461
14,-3.652948,-2.225311,-3.652947663068771,3.652948,1.7288826
15,-4.3354745,-2.225311,-4.335474623441696,4.3354745,1.7115946
16,-5.1047797,-2.225311,-5.1047793078422545,5.1047797,1.6944785
17,-6.0070863,-2.225311,-6.0070846962928774,6.0070863,1.6775333
18,-7.062178,-2.0528822,-7.062179112434388,7.062178,1.6607584
19,-8.072003,-1.4334686,-8.07200056552887,8.072003,1.6441509
20,-8.877355,-1.8155239,-8.87735134601593,8.877355,1.6277102
21,-9.540331,-1.7034907,-9.540332098007202,9.540331,1.6114328
22,-10.138996,-1.4496655,-10.138996829986572,10.138996,1.5953186
23,-10.676378,-0.48445025,-10.67638099193573,10.676378,1.5793655
24,-11.171703,0.6846329,-11.171703381538391,11.171703,1.563572
25,-11.640404,1.7421902,-11.640403022766113,11.640404,1.5479364
26,-12.058745,2.599591,-12.058746485710143,12.058745,1.5324564
27,-12.49717,7.786379,-12.49717086315155,12.49717,1.5171329
28,-12.887683,8.196374,-12.887683362960816,12.887683,1.5019614
29,-13.238501,8.196374,-13.238500390052796,13.238501,1.4869419
30,-13.553115,7.9654436,-13.55311939239502,13.553115,1.472073
31,-13.901769,7.146762,-13.901768717765808,13.901769,1.4573523
32,-14.243073,7.146762,-14.243079309463502,14.243073,1.4427785
33,-14.5059595,7.146762,-14.50596619129181,14.5059595,1.4283513
34,-14.777733,7.146762,-14.777737226486206,14.777733,1.4140677
35,-15.051469,7.146762,-15.051470499038697,15.051469,1.3999273
36,-15.331149,7.1823716,-15.331146068572998,15.331149,1.3859279
37,-15.572129,6.8369975,-15.572130165100099,15.572129,1.3720691
38,-15.799783,3.435647,-15.799784035682679,15.799783,1.3583483
39,-16.072277,4.5227537,-16.072278156280518,16.072277,1.3447647
40,-16.28395,3.6556365,-16.283952121734618,16.28395,1.3313173
41,-16.50678,7.966054,-16.506784315109254,16.50678,1.3180041
42,-16.805164,10.4486,-16.80517135620117,16.805164,1.3048244
43,-17.00799,11.024755,-17.007987394332886,17.00799,1.2917764
44,-17.252968,13.403234,-17.25296555519104,17.252968,1.2788587
45,-17.450542,13.403234,-17.450548572540285,17.450542,1.2660699
46,-17.672304,13.403234,-17.672301120758057,17.672304,1.2534095
47,-17.859455,13.403234,-17.859453392028808,17.859455,1.2408755
48,-18.061153,14.635568,-18.06114803314209,18.061153,1.2284671
49,-18.257784,15.284669,-18.25778923034668,18.257784,1.2161822
50,-18.407946,15.284669,-18.407944135665893,18.407946,1.2040205
51,-18.65854,15.284669,-18.658535766601563,18.65854,1.1919805
52,-18.79258,15.284669,-18.792576303482054,18.79258,1.1800606
53,-18.946877,15.284669,-18.946877670288085,18.946877,1.1682605
54,-19.14293,15.284669,-19.14292405128479,19.14293,1.1565777
55,-19.266668,15.284669,-19.26666934967041,19.266668,1.145012
56,-19.432632,15.284669,-19.432629613876344,19.432632,1.1335621
57,-19.552614,15.284669,-19.55261754989624,19.552614,1.1222267
58,-19.697517,15.284669,-19.697515029907226,19.697517,1.1110044
59,-19.767387,15.431668,-19.76738820075989,19.767387,1.0998945
60,-19.830223,15.845089,-19.830225982666015,19.830223,1.0888954
61,-19.871523,16.069992,-19.87152126312256,19.871523,1.0780066
62,-19.971184,16.069992,-19.97118317604065,19.971184,1.0672265
63,-20.080774,16.069992,-20.08077703475952,20.080774,1.0565544
64,-20.07459,16.069992,-20.07458945274353,20.07459,1.0459889
65,-20.11822,16.069992,-20.118214769363405,20.11822,1.0355293
66,-20.154572,16.069992,-20.154567670822143,20.154572,1.025174
67,-20.112494,16.069992,-20.112499809265138,20.112494,1.0149223
68,-20.183887,16.069992,-20.183890256881714,20.183887,1.0047733
69,-20.175823,16.069992,-20.17582063674927,20.175823,0.99472564
70,-20.16079,16.069992,-20.16079016685486,20.16079,0.98477846
71,-20.220457,16.069992,-20.22046003341675,20.220457,0.9749308
72,-20.217606,16.069992,-20.217608442306517,20.217606,0.9651815
73,-20.24208,15.525439,-20.24208261489868,20.24208,0.9555298
74,-20.215988,15.478092,-20.215997047424317,20.215988,0.9459746
75,-20.149883,15.64181,-20.14988295555115,20.149883,0.936515
76,-20.229815,15.81287,-20.229811048507692,20.229815,0.92714965
77,-20.247847,16.152313,-20.247847833633422,20.247847,0.91787827
78,-20.241497,15.841977,-20.241499528884887,20.241497,0.90869963
79,-20.19678,16.732397,-20.196781034469605,20.19678,0.8996129
80,-20.267664,20.78876,-20.267665185928344,20.267664,0.8906168
81,-20.246357,20.78876,-20.24635174751282,20.246357,0.8817106
82,-20.248987,20.78876,-20.248985948562623,20.248987,0.8728936
83,-20.271612,20.78876,-20.27160840034485,20.271612,0.86416495
84,-20.231647,20.78876,-20.231644296646117,20.231647,0.85552317
85,-20.295666,20.78876,-20.29567226409912,20.295666,0.846968
86,-20.26234,20.78876,-20.262342777252197,20.26234,0.83849853
87,-20.260757,20.78876,-20.260758419036865,20.260757,0.8301133
88,-20.322054,20.78876,-20.32204611778259,20.322054,0.82181245
89,-20.346004,20.78876,-20.34600172996521,20.346004,0.8135943
90,-20.409904,20.78876,-20.409903955459594,20.409904,0.8054583
91,-20.465593,20.78876,-20.465591564178467,20.465593,0.7974041
92,-20.50213,20.78876,-20.502127771377562,20.50213,0.7894299
93,-20.555035,20.78876,-20.555040340423584,20.555035,0.7815356
94,-20.622887,20.78876,-20.62288080215454,20.622887,0.7737205
95,-20.637775,20.78876,-20.637774686813355,20.637775,0.7659827
96,-20.687649,20.78876,-20.687645988464354,20.687649,0.7583235
97,-20.728168,20.78876,-20.72817231178284,20.728168,0.75074035
98,-20.74413,20.78876,-20.744128732681276,20.74413,0.7432332
99,-20.80799,20.78876,-20.807988328933718,20.80799,0.7358008
