epoch,L_loss,h_loss,loss,s_loss,t_loss
0,0.82109445,-0.32547733,0.8210942566394805,-0.82109445,1.9900833
1,0.5136665,-0.59379786,0.5136663767695427,-0.5136665,1.9701874
2,0.19207373,-1.7585912,0.19207372764125466,-0.19207373,1.9504858
3,-0.14435959,-2.3952975,-0.14435958495596424,0.14435959,1.9309812
4,-0.4969237,-0.20369591,-0.4969237570464611,0.4969237,1.9116713
5,-0.8657648,1.5409449,-0.8657648736238479,0.8657648,1.8925549
6,-1.2520822,0.5959352,-1.2520825642347335,1.2520822,1.8736295
7,-1.6538125,-4.6920104,-1.6538130581378936,1.6538125,1.8548932
8,-2.0744965,-5.3155174,-2.074496060013771,2.0744965,1.8363426
9,-2.5130002,-5.1893196,-2.5130003333091735,2.5130002,1.8179811
10,-2.969468,-5.2688684,-2.969468287229538,2.969468,1.7998016
11,-3.4432855,-5.3241515,-3.4432872319221497,3.4432855,1.7818037
12,-3.934058,-5.3241515,-3.9340583276748657,3.934058,1.7639859
13,-4.440841,-5.3241515,-4.440840406417847,4.440841,1.7463461
14,-4.9638705,-5.3241515,-4.963870968818664,4.9638705,1.7288826
15,-5.4968014,-1.8974222,-5.496801879405975,5.4968014,1.7115946
16,-6.034621,0.68764275,-6.03462153673172,6.034621,1.6944785
17,-6.583688,-0.9318474,-6.583687875270844,6.583688,1.6775333
18,-7.1287622,-4.3154235,-7.128761246204376,7.1287622,1.6607584
19,-7.6700606,-2.4883404,-7.670061793327331,7.6700606,1.6441509
20,-8.200624,-1.1522557,-8.200627038478851,8.200624,1.6277102
21,-8.7100315,-1.1522557,-8.710032181739807,8.7100315,1.6114328
22,-9.219632,-1.8792456,-9.219631505012511,9.219632,1.5953186
23,-9.71254,-1.9600221,-9.712541913986206,9.71254,1.5793655
24,-10.196658,-1.9600221,-10.196657137870789,10.196658,1.563572
25,-10.680256,-1.9655336,-10.680252032279968,10.680256,1.5479364
26,-11.135865,4.6904817,-11.13586359024048,11.135865,1.5324564
27,-11.57295,4.6524696,-11.572948770523071,11.57295,1.5171329
28,-12.006151,4.6524696,-12.00615071296692,12.006151,1.5019614
29,-12.46139,4.6524696,-12.461387476921082,12.46139,1.4869419
30,-12.873168,4.6524696,-12.873168749809265,12.873168,1.472073
31,-13.293911,6.6671143,-13.293911566734314,13.293911,1.4573523
32,-13.715817,10.9101305,-13.715815653800965,13.715817,1.4427785
33,-14.1094055,11.068114,-14.109407973289489,14.1094055,1.4283513
34,-14.493466,11.068114,-14.493467092514038,14.493466,1.4140677
35,-14.858892,12.8830595,-14.858892240524291,14.858892,1.3999273
36,-15.249869,14.093035,-15.249869780540466,15.249869,1.3859279
37,-15.638733,13.994072,-15.63873321056366,15.638733,1.3720691
38,-15.99522,12.985516,-15.99521532535553,15.99522,1.3583483
39,-16.33651,12.433011,-16.33651509284973,16.33651,1.3447647
40,-16.713253,12.433011,-16.71325228691101,16.713253,1.3313173
41,-17.087654,12.433011,-17.087656478881836,17.087654,1.3180041
42,-17.430738,12.433011,-17.43073886871338,17.430738,1.3048244
43,-17.692188,12.433011,-17.692188444137575,17.692188,1.2917764
44,-18.012392,12.576324,-18.0123917388916,18.012392,1.2788587
45,-18.296568,14.530918,-18.296565446853638,18.296568,1.2660699
46,-18.579435,14.906245,-18.579431715011598,18.579435,1.2534095
47,-18.849758,15.630684,-18.84975754737854,18.849758,1.2408755
48,-19.1025,16.651926,-19.102506504058837,19.1025,1.2284671
49,-19.371777,16.651926,-19.37177430152893,19.371777,1.2161822
50,-19.592768,15.830799,-19.59276629447937,19.592768,1.2040205
51,-19.805658,15.45319,-19.805654850006103,19.805658,1.1919805
52,-20.041803,15.45319,-20.041809911727906,20.041803,1.1800606
53,-20.239716,15.45319,-20.23971076965332,20.239716,1.1682605
54,-20.411613,15.45319,-20.41161021232605,20.411613,1.1565777
55,-20.562883,15.45319,-20.562882413864134,20.562883,1.145012
56,-20.77736,15.45319,-20.77735975265503,20.77736,1.1335621
57,-20.939106,15.45319,-20.939104270935058,20.939106,1.1222267
58,-21.050444,15.45319,-21.050447998046874,21.050444,1.1110044
59,-21.181877,15.45319,-21.1818807220459,21.181877,1.0998945
60,-21.26183,15.45319,-21.261829662323,21.26183,1.0888954
61,-21.32536,15.45319,-21.325357217788696,21.32536,1.0780066
62,-21.375278,15.997561,-21.37527318954468,21.375278,1.0672265
63,-21.436167,17.675102,-21.436170721054076,21.436167,1.0565544
64,-21.47405,17.675102,-21.474045906066895,21.47405,1.0459889
65,-21.530495,18.193932,-21.530497436523437,21.530495,1.0355293
66,-21.584627,19.058598,-21.584631299972536,21.584627,1.025174
67,-21.642776,19.058598,-21.642771034240724,21.642776,1.0149223
68,-21.647276,19.058598,-21.647275409698487,21.647276,1.0047733
69,-21.673372,19.058598,-21.673373136520386,21.673372,0.99472564
70,-21.742544,19.058598,-21.74253457069397,21.742544,0.98477846
71,-21.742002,19.058598,-21.741995601654054,21.742002,0.9749308
72,-21.78056,19.058598,-21.780562934875487,21.78056,0.9651815
