epoch,L_loss,h_loss,loss,s_loss,t_loss
31,-14.521663,7.928377,-14.5216606092453,14.521663,1.4573523
32,-14.822648,7.1337624,-14.822645659446716,14.822648,1.4427785
33,-15.113766,7.0646644,-15.113766465187073,15.113766,1.4283513
34,-15.386829,9.269247,-15.386827626228332,15.386829,1.4140677
35,-15.633764,9.878449,-15.633764853477478,15.633764,1.3999273
36,-15.8675785,11.560653,-15.867576475143432,15.8675785,1.3859279
37,-16.100578,12.652576,-16.100574073791503,16.100578,1.3720691
38,-16.29305,12.628254,-16.293051204681397,16.29305,1.3583483
39,-16.499294,12.628254,-16.499296474456788,16.499294,1.3447647
40,-16.688889,12.628254,-16.688891019821167,16.688889,1.3313173
41,-16.878746,12.628254,-16.878747539520262,16.878746,1.3180041
42,-17.065912,12.628254,-17.065904159545898,17.065912,1.3048244
43,-17.206186,12.628254,-17.206189165115358,17.206186,1.2917764
44,-17.329018,12.628254,-17.3290198802948,17.329018,1.2788587
45,-17.479294,12.628254,-17.47929799079895,17.479294,1.2660699
46,-17.590992,12.628254,-17.59099108695984,17.590992,1.2534095
47,-17.69845,12.628254,-17.698447971343995,17.69845,1.2408755
48,-17.835213,13.17538,-17.83521150588989,17.835213,1.2284671
49,-17.898344,13.523202,-17.898339490890503,17.898344,1.2161822
50,-17.983988,13.816354,-17.98398307800293,17.983988,1.2040205
51,-18.06655,13.602516,-18.066549606323242,18.06655,1.1919805
52,-18.127094,13.646236,-18.12709143638611,18.127094,1.1800606
53,-18.172218,13.737079,-18.17221462249756,18.172218,1.1682605
54,-18.24689,13.737079,-18.246885690689087,18.24689,1.1565777
55,-18.298512,13.737079,-18.298503217697142,18.298512,1.145012
56,-18.327387,13.737079,-18.3273855304718,18.327387,1.1335621
57,-18.390444,13.737079,-18.39044554710388,18.390444,1.1222267
58,-18.396181,13.737079,-18.396180353164674,18.396181,1.1110044
59,-18.417273,13.737079,-18.417281332015992,18.417273,1.0998945
60,-18.437105,13.737079,-18.437102785110472,18.437105,1.0888954
61,-18.449251,14.550131,-18.449253273010253,18.449251,1.0780066
62,-18.472795,14.554216,-18.472791738510132,18.472795,1.0672265
63,-18.462744,14.554216,-18.462750539779663,18.462744,1.0565544
64,-18.491182,14.554216,-18.491179218292235,18.491182,1.0459889
65,-18.495764,14.554216,-18.495762605667114,18.495764,1.0355293
66,-18.515347,14.554216,-18.515344772338867,18.515347,1.025174
67,-18.514324,14.554216,-18.51432487487793,18.514324,1.0149223
68,-18.505621,14.554216,-18.505620775222777,18.505621,1.0047733
69,-18.487452,14.554216,-18.48744252204895,18.487452,0.99472564
70,-18.478745,14.554216,-18.47874507904053,18.478745,0.98477846
71,-18.519957,14.554216,-18.519956245422364,18.519957,0.9749308
72,-18.492224,14.463299,-18.49222085952759,18.492224,0.9651815
73,-18.496843,13.597165,-18.49684218406677,18.496843,0.9555298
74,-18.462273,13.597165,-18.462274570465087,18.462273,0.9459746
75,-18.482986,13.597165,-18.48298089027405,18.482986,0.936515
76,-18.480572,13.597165,-18.48056900024414,18.480572,0.92714965
77,-18.505146,13.597165,-18.505150461196898,18.505146,0.91787827
78,-18.470692,13.597165,-18.470693044662475,18.470692,0.90869963
79,-18.465797,13.597165,-18.46580069541931,18.465797,0.8996129
80,-18.497612,13.597165,-18.497613468170165,18.497612,0.8906168
81,-18.47342,13.597165,-18.47341953277588,18.47342,0.8817106
82,-18.453163,13.597165,-18.453166847229003,18.453163,0.8728936
83,-18.441093,13.597165,-18.4410924243927,18.441093,0.86416495
84,-18.464893,13.597165,-18.464897651672363,18.464893,0.85552317
85,-18.438555,13.597165,-18.438544826507567,18.438555,0.846968
86,-18.433374,13.597165,-18.43337833404541,18.433374,0.83849853
87,-18.454666,13.597165,-18.45466576576233,18.454666,0.8301133
88,-18.441055,16.6515,-18.44105731010437,18.441055,0.82181245
89,-18.46216,17.960505,-18.462162141799926,18.46216,0.8135943
90,-18.4361,17.960505,-18.436095752716064,18.4361,0.8054583
91,-18.436129,17.960505,-18.436129131317138,18.436129,0.7974041
92,-18.440361,17.960505,-18.44036169052124,18.440361,0.7894299
93,-18.469603,17.960505,-18.46960723876953,18.469603,0.7815356
94,-18.479439,17.960505,-18.479443035125733,18.479439,0.7737205
95,-18.473307,17.960505,-18.473305892944335,18.473307,0.7659827
96,-18.498474,17.960505,-18.498474340438843,18.498474,0.7583235
97,-18.537333,17.960505,-18.537330713272095,18.537333,0.75074035
98,-18.54524,17.960505,-18.545240449905396,18.54524,0.7432332
99,-18.60052,17.960505,-18.600525875091552,18.60052,0.7358008
